Image Name,Main Color 1,Main Color 1 %,Main Color 2,Main Color 2 %,Main Color 3,Main Color 3 %,Unique Color Count,Average Color
1223739008662394.jpg,"[79, 92, 153]",37.91,"[168, 91, 84]",7.64,"[18, 18, 35]",25.14,3574,"[78.99847777777778, 77.47505555555556, 113.63663333333334]"
1224496678562382.jpg,"[119, 91, 77]",14.31,"[242, 239, 240]",10.82,"[18, 21, 29]",29.54,4706,"[105.37994444444445, 89.91367777777778, 83.59562222222222]"
1225371942218631.jpg,"[74, 132, 49]",18.13,"[252, 252, 251]",16.04,"[29, 36, 18]",22.32,4444,"[142.28273333333334, 150.6211111111111, 127.62626666666667]"
1228050565186383.jpg,"[20, 26, 62]",35.87,"[70, 88, 123]",37.06,"[238, 239, 240]",5.72,4524,"[85.00457777777778, 89.57346666666666, 105.88663333333334]"
1228030791696433.jpg,"[37, 54, 109]",39.29,"[156, 116, 109]",9.92,"[245, 185, 17]",7.62,4025,"[68.64552222222223, 72.96824444444445, 95.88177777777778]"
1228851978057305.jpg,"[98, 123, 169]",26.48,"[237, 228, 226]",11.98,"[20, 26, 54]",23.78,4558,"[85.60152222222223, 91.20694444444445, 122.95528888888889]"
1229962305114520.jpg,"[9, 3, 2]",36.55,"[198, 101, 19]",19.36,"[250, 249, 247]",5.46,3581,"[99.24823333333333, 58.792477777777776, 29.959555555555557]"
1230067818418785.jpg,"[95, 115, 172]",21.38,"[38, 37, 65]",32.75,"[243, 244, 247]",7.08,4733,"[105.04301111111111, 96.69113333333334, 120.23864444444445]"
1234257724375317.jpg,"[207, 41, 56]",7.27,"[183, 179, 189]",14.21,"[29, 39, 78]",37.37,3788,"[130.09803333333332, 122.35132222222222, 146.48461111111112]"
1236325654030866.jpg,"[3, 25, 68]",39.12,"[216, 198, 195]",7.69,"[34, 52, 104]",32.22,3964,"[71.7589, 69.44847777777778, 94.31676666666667]"
1237230697408750.jpg,"[17, 20, 17]",23.47,"[145, 103, 90]",20.38,"[236, 237, 240]",7.53,4616,"[113.29658888888889, 96.9897, 89.3792111111111]"
1237232764134203.jpg,"[94, 99, 155]",26.93,"[34, 38, 91]",22.28,"[206, 37, 50]",12.1,3524,"[97.13055555555556, 80.41547777777778, 126.05996666666667]"
1239270174187357.jpg,"[216, 213, 237]",21.98,"[63, 78, 146]",22.16,"[244, 184, 26]",8.15,4904,"[123.61747777777778, 123.98438888888889, 151.9991222222222]"
1240318557328932.jpg,"[242, 239, 239]",10.85,"[115, 90, 77]",14.31,"[182, 131, 94]",26.19,4706,"[105.37994444444445, 89.91367777777778, 83.59562222222222]"
1242843836713543.jpg,"[199, 201, 207]",14.36,"[207, 37, 48]",12.71,"[37, 46, 87]",7.26,2911,"[203.99915555555555, 182.78933333333333, 190.1027]"
1244908683521350.jpg,"[56, 56, 99]",31.92,"[245, 246, 248]",8.34,"[17, 20, 49]",21.27,4918,"[93.41871111111111, 83.528, 111.38678888888889]"
1251562392652663.jpg,"[20, 42, 103]",25.51,"[254, 254, 254]",65.84,"[119, 127, 152]",3.43,973,"[187.27386666666666, 189.57181111111112, 206.79166666666666]"
1247294506423731.jpg,"[24, 8, 27]",38.67,"[200, 163, 176]",14.13,"[148, 102, 124]",15.69,4766,"[111.67243333333333, 85.51513333333334, 104.55555555555556]"
1250950535934473.jpg,"[118, 41, 54]",19.95,"[241, 236, 236]",9.2,"[18, 27, 74]",39.21,4100,"[82.21472222222222, 72.01101111111112, 106.00638888888889]"
1253460526013638.jpg,"[121, 92, 77]",14.36,"[18, 21, 29]",29.95,"[242, 240, 240]",10.79,4706,"[105.37994444444445, 89.91367777777778, 83.59562222222222]"
1253750212456706.jpg,"[57, 76, 158]",41.67,"[158, 124, 128]",6.58,"[227, 228, 227]",7.45,2976,"[97.88573333333333, 68.736, 113.01998888888889]"
1254991052178285.jpg,"[246, 189, 17]",3.66,"[82, 75, 84]",40.92,"[226, 197, 190]",7.46,4860,"[97.72862222222223, 85.88421111111111, 86.85656666666667]"
1254325989281454.jpg,"[198, 157, 148]",7.56,"[48, 58, 85]",18.35,"[212, 237, 246]",33.94,4505,"[112.764, 124.2577, 139.97756666666666]"
1258905405101335.jpg,"[41, 56, 108]",35.08,"[220, 209, 208]",7.65,"[4, 27, 71]",38.66,4082,"[71.8887111111111, 75.22922222222222, 94.20512222222223]"
1259951188750844.jpg,"[144, 145, 202]",25.55,"[23, 33, 58]",22.49,"[245, 185, 26]",8.31,4806,"[123.33383333333333, 123.49634444444445, 150.41825555555556]"
1259261995453033.jpg,"[35, 39, 75]",40.14,"[204, 176, 169]",7.58,"[94, 108, 158]",38.93,3827,"[93.34751111111112, 93.24614444444444, 126.76213333333334]"
1260333288461032.jpg,"[20, 22, 53]",26.34,"[89, 107, 155]",20.78,"[228, 217, 215]",11.13,4636,"[72.03007777777778, 73.16376666666666, 110.96323333333333]"
1264448474974910.jpg,"[46, 35, 42]",21.63,"[142, 132, 142]",17.17,"[245, 245, 246]",5.93,4941,"[99.13972222222222, 88.18348888888889, 104.22753333333333]"
1268257484165493.jpg,"[239, 241, 244]",55.08,"[206, 40, 51]",10.34,"[155, 147, 151]",13.04,2906,"[205.0295888888889, 188.80483333333333, 195.71983333333333]"
1272531884153027.jpg,"[98, 39, 8]",31.48,"[250, 249, 247]",5.46,"[198, 101, 19]",19.39,3581,"[99.24823333333333, 58.792477777777776, 29.959555555555557]"
1268990084262986.jpg,"[197, 158, 172]",13.39,"[24, 8, 27]",42.03,"[82, 48, 85]",15.86,4779,"[104.61153333333333, 78.00216666666667, 97.55305555555556]"
1282519613157935.jpg,"[36, 56, 119]",27.7,"[2, 11, 38]",45.69,"[227, 213, 205]",5.95,3463,"[59.062733333333334, 48.13863333333333, 80.20456666666666]"
1277461377006986.jpg,"[244, 185, 24]",8.71,"[62, 77, 145]",25.07,"[135, 137, 193]",24.38,4703,"[114.76397777777778, 116.13407777777778, 146.2048111111111]"
1282600859818975.jpg,"[39, 47, 98]",19.36,"[235, 214, 209]",9.95,"[79, 92, 153]",37.91,3574,"[78.99847777777778, 77.47505555555556, 113.63663333333334]"
1286619718988267.jpg,"[243, 242, 242]",30.14,"[94, 94, 125]",23.12,"[20, 6, 26]",20.52,3761,"[148.20925555555556, 138.12627777777777, 149.32396666666668]"
1289250522055801.jpg,"[32, 43, 104]",33.81,"[228, 217, 216]",11.12,"[90, 107, 155]",20.78,4636,"[72.03007777777778, 73.16376666666666, 110.96323333333333]"
1289338068697441.jpg,"[62, 76, 144]",21.82,"[216, 213, 236]",21.96,"[23, 33, 58]",22.4,4806,"[123.33383333333333, 123.49634444444445, 150.41825555555556]"
1314381276189456.jpg,"[23, 32, 51]",33.79,"[250, 250, 251]",8.07,"[169, 125, 90]",12.3,4778,"[111.56877777777778, 108.43843333333334, 107.89392222222222]"
1320349432276296.jpg,"[89, 107, 155]",20.79,"[228, 217, 216]",11.13,"[32, 43, 104]",33.82,4636,"[72.03007777777778, 73.16376666666666, 110.96323333333333]"
1321317485943623.jpg,"[35, 56, 107]",36.47,"[241, 232, 230]",5.71,"[112, 100, 125]",19.52,4765,"[108.07497777777778, 115.48806666666667, 141.3889]"
1323549455617829.jpg,"[111, 133, 159]",17.57,"[222, 226, 228]",33.83,"[11, 19, 45]",22.25,4412,"[116.82641111111111, 123.90804444444444, 140.4763888888889]"
1343414496640237.jpg,"[131, 127, 153]",27.65,"[40, 49, 86]",48.28,"[244, 246, 248]",7.04,4128,"[101.24457777777778, 97.57165555555555, 122.94571111111111]"
1337551357227934.jpg,"[26, 35, 82]",50.28,"[241, 242, 246]",6.34,"[71, 84, 137]",32.86,4023,"[72.5143, 75.67717777777777, 117.20853333333334]"
1430523654302785.jpg,"[110, 130, 212]",22.85,"[27, 74, 163]",37.45,"[244, 186, 21]",9.07,4585,"[85.28783333333334, 104.01187777777778, 151.47586666666666]"
1385856209015214.jpg,"[242, 240, 241]",7.22,"[22, 30, 79]",54.66,"[67, 79, 134]",25.42,4123,"[68.83987777777777, 69.58137777777777, 111.16184444444444]"
1435689763805948.jpg,"[244, 187, 18]",3.21,"[14, 15, 31]",48.61,"[237, 237, 239]",6.17,3152,"[55.725233333333335, 52.48608888888889, 71.8959111111111]"
1432030754142778.jpg,"[112, 80, 79]",27.71,"[246, 245, 246]",5.92,"[68, 75, 123]",27.56,4941,"[99.13972222222222, 88.18348888888889, 104.22753333333333]"
1458530278162528.jpg,"[191, 79, 59]",11.46,"[31, 70, 116]",30.9,"[242, 241, 242]",11.13,3720,"[90.58212222222222, 85.77381111111112, 101.18821111111112]"
1451662318832308.jpg,"[177, 133, 108]",11.47,"[41, 52, 90]",35.05,"[140, 175, 180]",16.96,4729,"[111.65698888888889, 115.4669, 124.7638]"
1464911910812339.jpg,"[56, 57, 90]",28.84,"[243, 242, 244]",9.04,"[19, 24, 52]",28.35,4427,"[75.8792888888889, 78.10466666666666, 110.6891]"
1465570147437552.jpg,"[31, 41, 85]",20.6,"[213, 205, 219]",10.01,"[244, 186, 21]",9.07,4585,"[85.28783333333334, 104.01187777777778, 151.47586666666666]"
1470753156932156.jpg,"[142, 86, 59]",13.42,"[93, 104, 147]",33.07,"[197, 194, 198]",15.67,5116,"[101.45337777777777, 96.58426666666666, 104.59313333333333]"
1471300906905106.jpg,"[55, 54, 89]",30.1,"[243, 241, 243]",7.19,"[118, 86, 115]",30.36,4911,"[87.94512222222222, 77.14737777777778, 104.03927777777778]"
1485312605432467.jpg,"[239, 240, 243]",52.53,"[207, 37, 48]",12.7,"[156, 145, 149]",13.15,2911,"[203.99915555555555, 182.78933333333333, 190.1027]"
1475541833126462.jpg,"[245, 246, 247]",8.4,"[56, 56, 99]",31.89,"[17, 20, 49]",21.3,4918,"[93.41871111111111, 83.528, 111.38678888888889]"
1485977362052988.jpg,"[23, 12, 24]",39.33,"[246, 242, 244]",17.31,"[97, 56, 73]",20.5,4384,"[94.7961, 80.00738888888888, 95.94727777777777]"
1486222935416659.jpg,"[239, 89, 37]",69.11,"[33, 88, 193]",10.35,"[230, 226, 226]",6.72,1694,"[195.97764444444445, 96.75853333333333, 71.21752222222223]"
1489809095072674.jpg,"[239, 241, 244]",57.97,"[207, 36, 48]",13.33,"[170, 136, 142]",7.57,2963,"[210.62564444444445, 186.9060111111111, 193.82125555555555]"
1490302508259814.jpg,"[35, 56, 107]",36.46,"[142, 159, 191]",32.89,"[235, 178, 28]",5.42,4765,"[108.07497777777778, 115.48806666666667, 141.3889]"
1490544624921839.jpg,"[244, 186, 21]",9.08,"[27, 74, 163]",37.53,"[213, 206, 219]",9.99,4585,"[85.28783333333334, 104.01187777777778, 151.47586666666666]"
1493172491404334.jpg,"[244, 187, 18]",3.21,"[14, 15, 31]",48.61,"[153, 108, 109]",8.95,3152,"[55.725233333333335, 52.48608888888889, 71.8959111111111]"
1496876875038879.jpg,"[145, 103, 90]",20.39,"[33, 42, 73]",23.62,"[236, 237, 240]",7.53,4616,"[113.29658888888889, 96.9897, 89.3792111111111]"
1525210101421138.jpg,"[24, 34, 59]",22.24,"[63, 78, 147]",22.22,"[144, 145, 203]",25.51,4904,"[123.61747777777778, 123.98438888888889, 151.9991222222222]"
1533097307310178.jpg,"[94, 108, 158]",38.93,"[35, 39, 75]",40.16,"[246, 246, 248]",7.05,3827,"[93.34751111111112, 93.24614444444444, 126.76213333333334]"
1533586937271871.jpg,"[144, 75, 66]",7.95,"[32, 43, 104]",33.83,"[228, 217, 215]",11.13,4636,"[72.03007777777778, 73.16376666666666, 110.96323333333333]"
1538427940366807.jpg,"[92, 89, 81]",23.8,"[244, 242, 242]",12.66,"[140, 175, 180]",16.81,4729,"[111.65698888888889, 115.4669, 124.7638]"
1549521532325551.jpg,"[74, 120, 178]",29.8,"[19, 27, 55]",28.05,"[230, 220, 219]",10.33,4823,"[78.05533333333334, 90.0691, 119.57934444444444]"
1552807342298826.jpg,"[94, 108, 158]",38.94,"[35, 39, 75]",40.19,"[246, 247, 248]",6.96,3827,"[93.34751111111112, 93.24614444444444, 126.76213333333334]"
1553181798641034.jpg,"[245, 246, 248]",9.3,"[36, 34, 76]",43.31,"[75, 88, 141]",37.01,3768,"[87.04918888888889, 85.19205555555556, 123.20456666666666]"
1554814298716619.jpg,"[144, 75, 66]",7.94,"[20, 22, 53]",26.32,"[228, 217, 215]",11.13,4636,"[72.03007777777778, 73.16376666666666, 110.96323333333333]"
1558079325103840.jpg,"[76, 88, 157]",19.73,"[220, 218, 239]",24.34,"[153, 153, 209]",20.65,4923,"[122.13978888888889, 124.75614444444444, 161.74337777777777]"
1558666198385817.jpg,"[207, 41, 56]",7.28,"[29, 39, 78]",37.39,"[235, 237, 241]",27.0,3788,"[130.09803333333332, 122.35132222222222, 146.48461111111112]"
1560187214707489.jpg,"[37, 43, 94]",31.9,"[247, 189, 16]",5.12,"[153, 108, 105]",9.22,3218,"[60.4553, 55.74232222222222, 70.06334444444444]"
1567439764173284.jpg,"[189, 160, 134]",12.8,"[42, 55, 117]",54.43,"[21, 21, 32]",15.44,3128,"[87.23506666666667, 84.04966666666667, 115.42553333333333]"
1572851699969421.jpg,"[2, 2, 3]",31.12,"[39, 107, 177]",50.9,"[243, 243, 243]",10.43,1023,"[56.95642222222222, 86.05657777777778, 122.40441111111112]"
1560520814859099.jpg,"[238, 220, 215]",10.62,"[77, 65, 62]",29.93,"[130, 118, 120]",24.13,4880,"[93.55987777777777, 81.12471111111111, 82.91478888888889]"
1577645583189735.jpg,"[188, 12, 20]",35.44,"[253, 253, 252]",18.58,"[211, 28, 41]",41.92,1875,"[211.661, 68.96814444444445, 77.01907777777778]"
1578049456084350.jpg,"[200, 202, 208]",14.48,"[207, 37, 48]",12.72,"[37, 46, 87]",7.28,2911,"[203.99915555555555, 182.78933333333333, 190.1027]"
1589865155221464.jpg,"[239, 247, 252]",43.0,"[15, 38, 86]",20.1,"[195, 137, 85]",3.12,2391,"[133.87187777777777, 146.0102222222222, 175.9323777777778]"
1590827085165230.jpg,"[191, 150, 141]",5.8,"[56, 57, 90]",28.86,"[243, 242, 244]",9.06,4427,"[75.8792888888889, 78.10466666666666, 110.6891]"
1592882858328644.jpg,"[43, 54, 106]",32.46,"[159, 147, 158]",12.88,"[188, 46, 51]",8.06,4296,"[79.60418888888888, 69.8925, 93.47796666666666]"
1597001877833844.jpg,"[200, 202, 208]",14.31,"[37, 46, 87]",7.21,"[239, 241, 244]",55.05,2906,"[205.0295888888889, 188.80483333333333, 195.71983333333333]"
1597085274209668.jpg,"[236, 240, 245]",24.82,"[13, 63, 93]",22.39,"[166, 137, 100]",16.12,4238,"[107.30294444444445, 121.29105555555556, 125.54611111111112]"
1600617030494458.jpg,"[239, 241, 244]",55.03,"[37, 46, 87]",7.22,"[155, 147, 151]",13.11,2906,"[205.0295888888889, 188.80483333333333, 195.71983333333333]"
1604147950166520.jpg,"[204, 176, 170]",7.63,"[35, 39, 75]",40.19,"[94, 108, 158]",38.94,3827,"[93.34751111111112, 93.24614444444444, 126.76213333333334]"
1610427046180152.jpg,"[191, 165, 163]",8.51,"[26, 35, 82]",50.29,"[71, 84, 137]",32.87,4023,"[72.5143, 75.67717777777777, 117.20853333333334]"
1621315121747666.jpg,"[238, 237, 239]",6.17,"[14, 15, 31]",48.61,"[244, 187, 18]",3.21,3152,"[55.725233333333335, 52.48608888888889, 71.8959111111111]"
1631911820686506.jpg,"[35, 39, 75]",40.16,"[246, 246, 248]",7.05,"[151, 70, 70]",6.28,3827,"[93.34751111111112, 93.24614444444444, 126.76213333333334]"
1635516813689577.jpg,"[219, 217, 238]",24.83,"[30, 43, 85]",28.82,"[150, 151, 208]",20.77,4923,"[122.13978888888889, 124.75614444444444, 161.74337777777777]"
1655259198657850.jpg,"[201, 202, 208]",14.36,"[207, 39, 50]",11.61,"[156, 147, 151]",13.13,2824,"[206.47003333333333, 187.61922222222222, 194.17626666666666]"
1648837279010787.jpg,"[118, 89, 114]",31.33,"[245, 246, 248]",8.34,"[56, 56, 99]",31.92,4918,"[93.41871111111111, 83.528, 111.38678888888889]"
1658494714940199.jpg,"[9, 9, 22]",38.32,"[234, 232, 233]",6.4,"[35, 41, 90]",36.25,3103,"[66.66558888888889, 59.21858888888889, 70.07277777777777]"
1664506497728791.jpg,"[67, 79, 134]",25.33,"[242, 240, 241]",7.22,"[22, 30, 80]",54.75,4123,"[68.83987777777777, 69.58137777777777, 111.16184444444444]"
1667140053860210.jpg,"[19, 21, 49]",25.38,"[118, 86, 115]",30.41,"[190, 170, 172]",6.92,4911,"[87.94512222222222, 77.14737777777778, 104.03927777777778]"
1678320852987677.jpg,"[188, 12, 20]",36.05,"[236, 188, 185]",1.28,"[211, 29, 42]",41.83,1875,"[211.661, 68.96814444444445, 77.01907777777778]"
1674340853323910.jpg,"[37, 54, 109]",39.28,"[220, 202, 198]",8.33,"[245, 185, 17]",7.62,4025,"[68.64552222222223, 72.96824444444445, 95.88177777777778]"
1667669780473431.jpg,"[112, 100, 73]",21.27,"[189, 164, 124]",14.95,"[29, 32, 37]",43.98,4484,"[113.55027777777778, 102.62725555555555, 77.13415555555555]"
1682519269207082.jpg,"[37, 54, 109]",39.29,"[245, 185, 17]",7.62,"[220, 203, 199]",8.19,4025,"[68.64552222222223, 72.96824444444445, 95.88177777777778]"
1685140595673219.jpg,"[42, 55, 117]",54.42,"[245, 244, 242]",9.91,"[21, 21, 32]",15.42,3128,"[87.23506666666667, 84.04966666666667, 115.42553333333333]"
1683360269088408.jpg,"[24, 30, 49]",30.22,"[147, 174, 202]",20.53,"[70, 82, 91]",25.05,4668,"[101.65193333333333, 109.15165555555555, 121.5282888888889]"
1688146128426004.jpg,"[239, 241, 243]",52.48,"[156, 146, 149]",13.18,"[37, 46, 86]",7.26,2911,"[203.99915555555555, 182.78933333333333, 190.1027]"
1698968790667605.jpg,"[57, 75, 135]",7.02,"[233, 244, 252]",38.95,"[24, 43, 98]",35.09,2758,"[138.9720888888889, 132.35972222222222, 162.0828]"
1697146341140856.jpg,"[112, 100, 125]",19.53,"[142, 159, 191]",32.89,"[235, 178, 28]",5.43,4765,"[108.07497777777778, 115.48806666666667, 141.3889]"
1699353190825338.jpg,"[21, 30, 53]",35.97,"[53, 156, 244]",21.9,"[186, 151, 122]",12.0,4558,"[87.90795555555556, 106.83066666666667, 129.51907777777777]"
1702995150523082.jpg,"[63, 75, 138]",48.75,"[248, 238, 236]",7.35,"[20, 22, 44]",30.53,3672,"[78.37461111111111, 76.9306, 113.14923333333333]"
1705983733485813.jpg,"[190, 151, 181]",29.64,"[50, 31, 20]",16.69,"[252, 252, 252]",16.36,4254,"[176.92086666666665, 125.9111, 139.84327777777779]"
1703053400464963.jpg,"[197, 157, 148]",7.6,"[12, 19, 38]",27.31,"[212, 237, 246]",33.95,4505,"[112.764, 124.2577, 139.97756666666666]"
1712612149554207.jpg,"[53, 51, 75]",22.66,"[203, 176, 169]",4.87,"[20, 22, 43]",60.3,4054,"[59.31115555555556, 57.38045555555556, 75.3442]"
1713632032720750.jpg,"[18, 13, 24]",37.24,"[247, 243, 244]",18.82,"[23, 56, 106]",12.18,4327,"[94.84568888888889, 84.67865555555555, 99.1339]"
1720090232085885.jpg,"[31, 30, 30]",14.32,"[254, 49, 50]",63.75,"[235, 234, 228]",12.26,1571,"[207.43262222222222, 75.16793333333334, 78.1502888888889]"
1717883948952518.jpg,"[25, 28, 60]",29.67,"[204, 163, 151]",12.74,"[67, 80, 140]",34.7,4015,"[98.8491, 90.29507777777778, 118.21676666666667]"
1718204285622207.jpg,"[23, 12, 24]",38.89,"[246, 242, 243]",17.47,"[167, 123, 136]",12.32,4384,"[94.7961, 80.00738888888888, 95.94727777777777]"
1725756794946027.jpg,"[26, 26, 38]",38.65,"[238, 234, 235]",7.87,"[45, 55, 106]",30.61,4176,"[83.65295555555555, 66.68717777777778, 89.41465555555556]"
1732644337538197.jpg,"[31, 33, 23]",9.37,"[162, 197, 228]",57.83,"[135, 134, 69]",11.16,2749,"[150.8324111111111, 179.95814444444446, 193.69197777777777]"
1730021671096598.jpg,"[247, 188, 19]",12.73,"[38, 49, 32]",23.53,"[104, 111, 131]",19.13,4458,"[91.82924444444444, 95.83155555555555, 88.9085]"
1735097287242036.jpg,"[142, 22, 16]",14.69,"[233, 228, 227]",15.27,"[13, 16, 49]",36.88,3849,"[130.90498888888888, 104.47674444444445, 83.24841111111111]"
1739094866830915.jpg,"[236, 233, 245]",48.47,"[39, 123, 168]",11.76,"[211, 160, 22]",22.13,3800,"[183.50547777777777, 179.98636666666667, 161.7017111111111]"
1777146089690592.jpg,"[236, 237, 241]",7.52,"[34, 42, 73]",23.47,"[145, 103, 90]",20.36,4616,"[113.29658888888889, 96.9897, 89.3792111111111]"
1806257943529027.jpg,"[14, 15, 31]",48.68,"[238, 237, 239]",6.17,"[37, 43, 95]",33.02,3152,"[55.725233333333335, 52.48608888888889, 71.8959111111111]"
1805142723226045.jpg,"[73, 87, 94]",29.69,"[100, 177, 196]",18.9,"[243, 241, 241]",11.63,4918,"[99.61772222222223, 118.3270888888889, 125.5513111111111]"
1808026909720359.jpg,"[14, 15, 31]",48.65,"[153, 108, 109]",8.94,"[37, 43, 95]",33.05,3152,"[55.725233333333335, 52.48608888888889, 71.8959111111111]"
1820150048513724.jpg,"[100, 177, 196]",18.9,"[27, 36, 47]",25.32,"[73, 87, 94]",29.69,4918,"[99.61772222222223, 118.3270888888889, 125.5513111111111]"
1830306297494421.jpg,"[131, 127, 153]",27.68,"[41, 49, 86]",48.3,"[244, 246, 248]",7.04,4128,"[101.24457777777778, 97.57165555555555, 122.94571111111111]"
1808941423210310.jpg,"[94, 108, 158]",38.94,"[35, 39, 75]",40.19,"[246, 247, 248]",6.95,3827,"[93.34751111111112, 93.24614444444444, 126.76213333333334]"
1840092773182932.jpg,"[9, 9, 22]",38.31,"[247, 192, 13]",6.2,"[234, 232, 233]",6.4,3103,"[66.66558888888889, 59.21858888888889, 70.07277777777777]"
1841902486297986.jpg,"[4, 26, 69]",34.59,"[220, 201, 197]",8.43,"[245, 184, 17]",7.65,4025,"[68.64552222222223, 72.96824444444445, 95.88177777777778]"
1871513353343874.jpg,"[207, 27, 45]",5.06,"[234, 231, 233]",7.45,"[13, 14, 33]",42.16,3211,"[69.81041111111111, 54.473077777777775, 78.98837777777777]"
1878578275998586.jpg,"[206, 38, 49]",11.2,"[239, 241, 244]",55.18,"[151, 142, 146]",12.78,2893,"[205.90993333333333, 187.5955, 194.12213333333332]"
